16202,"Comedian Cedric the Entertainer uses his considerable appeal to introduce some up-and-coming young stand-up comedians. Cedric himself takes on topics such as Bill Clinton, the death penalty, reality television, fast-food chicken, church etiquette, and much more. The other comedians are a mixed lot: Roland Powell amusingly mocks insecure boyfriends and sings a singles bar pick-up song and Juan Villareal gets some laughs out of food stamps and The Blair Witch Project, while Tony Luewellyn flounders through weak material about Ex-Lax and the war on terror. Then along comes J.J., who gives a surreal spin to roadkill and giving birth to septuplets."
16538,"Peter Klaven is a successful real estate agent who, upon getting engaged to the woman of his dreams, Zooey, discovers, to his dismay and chagrin, that he has no male friend close enough to serve as his Best Man. Peter immediately sets out to rectify the situation, embarking on a series of bizarre and awkward man-dates."""""
16784,"A US president (Gene Hackman) who has retired after two terms in office returns to his hometown of Mooseport, Maine and decides to run for Mayor against another local candidate (Ray Romano)."
17160,"This retrospective program takes a look back on the most dramatic and memorable professional wrestling moments of the 1990s, with profiles on some of the greatest wrestling stars of the decade, and an account of the feud between WCW and the WWE."
17237,"1939: Rome stands on the brink of World War II. In the midst of this political and social tension famed producer Davide Rieta is making a major film. The two lead actors, the German woman Kristina Baumgarten and the English man James Clavel ace each others' initial antagonism and eventually fall in love. Meanwhile the fascist police are looking for an excuse to arrest the Jewish filmmaker and any other potential troublemakers."" The producer and his crew decide to make one final extraordinary effort to complete the film - against all odds."""
17575,"Eleven year old Maria has lost her little brother to cancer. Having disappeared into herself, her mother is no longer there for Maria and her father struggles to keep the family together. Maria meets Jacob, who is the same age as she, but with a completely different attitude. Jacob is outgoing, exciting, funny and has wisdom way beyond his tender years. He gradually pulls Maria out of her shell and enables her to come to decisions which will affect her entire life.Only Clouds Move the Stars tackles a serious subject with humour and wit. With its strong emotional content, the film leaves no one untouched. Based on an award-winning novel, this film shares the sensibilities of the Swedish hit, My Life as a Dog."
17695,Fresh from his role in the Broadway musical hit Hairspray
17938,A mysterious magnetic spool found during a construction project is discovered to have originated from Venus. A rocket expedition to Venus is launched to discover the origin of the spool and the race that created it.
18122,"Maxim Kammerer fights for his love and freedom. He leads a rebel movement challenging the five greedy rulers. One of the rulers, Strannik, knows how dangerous Maxim can be. He makes up his mind to stop the young man at any cost. The last close fight will decide everything."
18231,"The year is 2306… 12 years ago, Captain Kirk was swept away by the Nexus. One year later, Commander Scott was reported missing along with the USS Jenolen. The remaining USS Enterprise crew have split. Captain Spock and Doctor McCoy are on Khitomer, continuing their work towards peace the Klingon Empire. Captain Sulu and the Excelsior are on a mission beyond the Alpha Quadrant. Captain Chekov, feels his career has stalled, leaving him to ponder retirement. Captain Uhura, Director of Starfleet Linguistics, feels there may be something missing in her life.Now, Chekov and Uhura, with John Harriman, former Captain of the Enterprise-B, come together for the dedication of a new ship. However, their reunion is cut short when they receive a distress call from an all-too-familiar planet, where they meet up with an almost-forgotten face, and in an instant, something happens that presses the three friends to embark on a mission that will forever change their lives…"
18419,"A Fleury-Mérogis, un match de foot a lieu dans la cour de prison. Tibor Kovacs, un jeune Hongrois, fait des prodiges avec le ballon. Véritable virtuose du football, il rêve de jouer en équipe de France. Pour Manu, son compagnon de cellule, Tibor est un cadeau du ciel. A la veille de leur sortie de prison, les deux compères décident d'unir leurs destins : Tibor deviendra le plus grand joueur du mon"
18639,"Sam Burton's second wife Neddy is Indian, their son Pacer a half-breed. As struggle starts between the whites and the Kiowas, the Burton family is split between loyalties."
18648,"When Roy and Trigger arrive at his ranch he finds Cookie has hired his relatives. Caroline, the only relative that doesn't have a strong resemblance to Cookie, is the horse trainer. Bob Tells Roy a gang of men are hunting range horses. Roy puts a stop to hunting on his land. Pop decides there's money in kidnapping Trigger and demands a $100,000 ransom. McFarland's stepson, Ted, and his dog Tramp, run away and is found hiding in Roy's barn. A trap is set to catch the kidnappers ranch."
18666,"A brother and sister escape from Japanese-occupied Shanghai to Japanese-occupied Taiwan, to stay with their grandfather who runs a Kung-Fu school there. However, the master of a Japanese Kung-Fu school in Taiwan has designs on bringing all other schools on the island under his domination, and part of his plan involves the murder of the siblings' grandfather."
18707,"The third installment in the Lucky Stars series, following Winners and Sinners (1983) and My Lucky Stars (1985)... The team are released from prison to play detective in order to stop a ruthless gang from ruining their reputations, taking their lives, and that of a key witness in an upcoming trial. They must battle their way through and with the help of Muscles, take down the bad guys."
18815,"Young adolescent girl Jenna's mother is dying, while at the same time Jenna is turning from a young girl into a young woman. So it is difficult for her to admit that she is afraid to lose her mother; instead she behaves contrary to how one would expect."
18823,"Born of a god but raised as a man, Perseus is helpless to save his family from Hades, vengeful god of the underworld. With nothing to lose, Perseus volunteers to lead a dangerous mission to defeat Hades before he can seize power from Zeus and unleash hell on earth. Battling unholy demons and fearsome beasts, Perseus and his warriors will only survive if Perseus accepts his power as a god, defies fate and creates his own destiny."
19256,"Universal Century 0087. The Titans, a bellicose faction among the Earth Federation Forces, grows powerful and tyrannical, even using poison gas to suppress a civil unrest. Dissident soldiers from the same military stand against them, forming a resistance group called the AEUG. Kamille Bidan, a civilian student, gets entangled in this conflict when he impulsively steals the Gundam Mark II and joins the AEUG, running away from his home space colony. Then he begins to fight along with Char Aznable, a former Zeon ace pilot who has infiltrated the Earth Sphere for reasons of his own.  This is the first part of the feature trilogy derived from the anime series Mobile Suit Zeta Gundam, and features enhanced animation and theme songs by GACKT."
19358,"Featuring an interview with frontman Tom DeLonge discussing the high-profile breakup of his ex-band, blink-182, this documentary takes viewers into the studio as supergroup Angels & Airwaves records their debut album, We Don't Need to Whisper."" The video also includes Angels & Airwaves onstage at their blistering best during stops on their 2006 tour"
19371,A former pro-wrestler is hired to be the bodyguard/nanny for a couple of bratty kids whose inventor father is being stalked by a rival.
19610,"Drunken, has-been rock star John Norman Howard falls in love with unknown singer, Esther Hoffman, after seeing her perform at a club. He lets her sing a few songs at one of his shows and she becomes the talk of the music industry. Esther's star begins to rise, while John's continues to fall. She tries desperately to get John to sober up and focus on his music, but it may be too late to save him."
19753,"An account of the adventures of two sets of identical twins, badly scrambled at birth, on the eve of the French Revolution. One set is haughty and aristocratic, the other poor and somewhat dim. They find themselves involved in palace intrigues as history happens around them. Based, very loosely, on Dickens's A Tale of Two Cities"
19877,"After a nuclear holocaust tears the world apart, mankind is forced to the harshness of not only the oppression of others who are much more powerful, but the dead earth which seems to be getting worse with every passing moment. But a savior has risen from the ashes, a man who will defeat those who would torment the weak and make the world a livable place once more. A man named Kenshiro..."
20043,"On a future Earth, war between the Kingdom of Honneamise and its rival, The Republic, is inevitable. As evolving technology creates new ways to wage war, a small group seeks to propel mankind into space in their world’s first spaceflight program. For astronaut candidate Shirotsugh Lhadatt, it’s a personal odyssey as he grows from an aimless young man into a leader willing to put everything on the line in order to move the human race forward and away from the brink of Armageddon."
20372,The movie takes place during World War II and depicts the true story of Jan Baalsruds amazing escape from the German army from the coast of Northern Norway and across the border to the neutral country Sweden.
20737,"A young boy and a talented stray dog with an amazing basketball playing ability become instant friends. Rebounding from his father's accidental death, 12-year-old Josh Framm moves with his family to the small town of Fernfield, Washington. The new kid in town, Josh has no friends and is too shy to try out for the school basketball team. Instead he prefers to practice alone on an abandoned court, he befriends a runaway golden retriever named Buddy. Josh is amazed when he realizes that Buddy loves basketball...that is playing basketball...and he is GOOD! Josh eventually makes the school team and Buddy is named the Team Mascot. Josh and Buddy become the stars of halftime. Buddy's half-time talent draws media attention. Unfortunately, when Buddy's mean former owner, Norm Snively, comes along with a scheme to cash in on the pup's celebrity, it looks like they are going to be separated."
20787,"The film follows the adventures of Murat (Arkın) and Ali (Akkaya), whose spaceships crash on a desert planet following a battle, shown by using footage from Star Wars as well as Soviet and American space program newsreel clips. While hiking across the desert, they speculate that the planet is inhabited only by women. Murat does his wolf whistle"""
20932,"A fairy tale about a conceited young man and a young woman with a tyrannical step-mother, who must overcome magical trials in order to be together."
20947,"Start of interstellar expedition equipped by pioneers""(soviet scouts)."""
21188,"The film will feature a comedic story about a friendship between the village-boy Kuba and his goat in medieval Prague. In Prague, Kuba falls in love with Máca, a worldly girl. The Goat begins to envy this relationship. Their story intertwines with that of the poor student Matěj Tale from Faust House and his contract with the Devil."
21536,"In 1958 Nebraska, 19 year old garbageman Charles Starkweather goes on a murder spree with his 14 year old girlfriend Caril Ann Fugate. They kill 11 people in three months, introducing America to spree killing."
21629,"New Yorkers, Skip Donahue and Harry Monroe have no jobs and no prospects, so they decide to flee the city and find work elsewhere, landing jobs wearing woodpecker costumes to promote the opening of a bank. When their feathery costumes are stolen and used in a bank robbery, they no longer have to worry about employment—they're sent to prison."
22049,"A pair of smugglers manage to pick up a castaway while running from the authorities, who turns out to be the only survivor from a secret mission to destroy a mysterious superweapon designed by the evil Count Zartharn. The smugglers are soon recruited by the Emperor to complete the mission, as well as to rescue the Emperor's son, who has gone missing."
22355,"One morning our little Viking village of Flake is raided by frightening looking spooky demons who kidnap all the children… except for Wickie, who was stuck in a tree trying to use a kite to learn to fly."
22599,"The Driver now carries an arrogant rock star who is visiting a major city (not Pittsburgh as earlier believed). Played by Madonna, this title character wants to get away from her bodyguards in the Driver's BMW. He soon gets tired of her and decides to have a bit of fun."
22692,"Esther Blodgett is just another starry-eyed farm kid trying to break into the movies. Waitressing at a Hollywood party, she catches the eye of alcoholic star Norman Maine, is given a test, and is caught up in the Hollywood glamor machine (ruthlessly satirized). She and her idol Norman marry; but his career abruptly dwindles to nothing."
22701,"The superhero Starman is sent by the Emerald Planet to protect Earth from belligerent aliens from the Sapphire Galaxy. The Sapphireans (or Spherions"") kidnap Dr. Yamanaka and force him to use his spaceship against the Earth."""
22788,"Cedric delivers on stage and has hand-picked some of the industry s most talented and sought after comedians, Kevin Hart, Tommy Davidson, Aries Spears and DeRay Davis, to follow his act. No topic is off limits with these comedians, everything from politics and religion to current events, and even a few jabs are thrown at the host, NBA legend Shaquille O'Neal."
22949,"Charlie and Dan have been best friends and business partners for thirty years; their Manhattan public relations firm is on the verge of a huge business deal with a Japanese company. With two weeks to sew up the contract, Dan gets a surprise: a woman he married on a drunken impulse nearly nine years before (annulled the next day) shows up to tell him he's the father of her twins, now seven, and she'll be in jail for 14 days for a political protest. Dan volunteers to keep the tykes, although he's up tight and clueless. With Charlie's help is there any way they can be dad and uncle, meet the kids' expectations, and still land the account?"
23367,A high school social outcast and the popular girl bond through a shared love of music.
23452,"Seven years after the defeat of the spiral king, Simon and the Dai-Gurren brigade must set out to the vastness of space to defeat a new threat and save the universe."
24189,Labourer Vincenzo travels from Italy to China in search of a machine with a deficiency that was produced in the now defunct establishment at which Vincenzo worked for years.
24225,"This documentary on the effect the talent competition Afghan Star"" has on the incredibly diverse inhabitants of Afghanistan affords a glimpse into a country rarely seen. Contestants risk their lives to appear on the television show that is a raging success with the public and also monitored closely by the government."""
24241,"In 1914, the Mexican revolutionary Pancho Villa (Antonio Banderas) invites studios to shoot his actual battles against Porfírio Diaz army to raise funds for financing guns and ammunition. The Mutual Film Corporation, through producer D.W. Griffith (Colm Feore), interests for the proposition and sends the filmmaker Frank Thayer (Eion Bailey) to negotiate a contract with Pancho Villa himself."
24271,A comedy centered on three museum security guards who devise a plan to steal back the artworks to which they have become attached after they are transferred to another museum.
24551,"An ancient prophesy convinces the powerful Master Sorran to commence an obsessive search for Eron, a mythical place capable of giving the Chosen One infinite knowledge."
24865,"At the end of mankind's greatest battle, empires will crumble, alliances will form, enemies will rise and heroes will fall. World's will end, and a new journey will begin."
25539,"Five friends are released from prison and do their best to stay out trouble. While trying to mind their own business (and run their 5-Star Cleaning Service), they are caught up in a war between rival Triad gangs fighting for control of the counterfeit currency market."
25741,"A young reindeer who suffers from vertigo learns to overcome his fear, takes flying lessons from a clumsy flying squirrel and heads to the North pole to save a troubled Santa and his fleet of flying reindeer."
25992,"Johanna Bachmann is a young police received an emergency call from his father he believed dead, but to meet him, kill him. Nevertheless, the man gets to give her daughter a bag with various personal items. These will put you on the track of a manuscript that will reveal the secret to interpret the Bible. Vatican Party disagrees with the search performs young as they believe in a God who must punish humanity"
26261,"Hard-as-nails cop, Jake Stone moves in with the Robbersons so he can watch a hitman who has moved in next door. The Hitman is one thing—but can you survive the Robberson family."
26300,"From the immensely popular FIST OF THE NORTH STAR comic book series, comes a new hero. The fate of mankind rests with superhuman warrior Kenshiro who roams the wastelands of the future waging a battle against overwhelming evil. With the spiritual guidance of his dead father, Kenshiro fights to free his stolen love from the brutal tyrant Lord Shin. Through his struggle he must confront his destiny."
26748,"When the skeleton of his murdered predecessor is found, Sheriff Sam Deeds unearths many other long-buried secrets in his Texas border town."
26873,"A Star-ship discovers a dead alien space craft. All the humanoid crew are dead except for one woman. When revived she remembers nothing of the accident which crippled the space craft, and is brought back to earth to be studied."
26965,"The Captains' Summit documents the first time in Star Trek history that four stars who at some point have played Captains in Star Trek (William Shatner, Patrick Stewart, Leonard Nimoy, Jonathan Frakes) have been brought together for a 70-minute rare and unprecedented round table event. Whoopi Goldberg, star of Star Trek: The Next Generation, hosts the event."
27196,"Sequel to 1973's That'll Be The Day. Jim McLain is now enjoying the nomadic 'gigs and groupies' life on tour with his band. When he achieves all his wildest dreams of international stardom, the sweet taste of success begins to turn sour."
27408,"Secret agent Drew Stargrove is brutally murdered by the ruthless hermaphrodite gang leader Velvet Von Ragnar. The murdered secret agent's son, Lance Stargrove is thrust into the dangerous and intriguing world of secret agents and espionage when he seeks revenge. Danja Deerling teams up with Lance as his sidekick and love interest."
27441,A scientist (James Caan) replaces a military officer (Robert Duvall) as an astronaut on a space-race moonshot.
27539,"Byeol, is a movie that talks about an orphan living with his dog. He loves studying the stars and also has a crush on a pet doctor. In order to get close to her, he always buy dog snacks as a smoke screen. After countless visits, he decided to ask her out on a date. However she failed to turn up that night, he lost hope on his first love attempt and volunteered to work at a distance post."
27681,Seventeen-year-old Alexia Wheaton hasn't been herself lately. Neighter has her 15-year-old sister Hayley. In fact they've been each other. Alexia becomes fashion-challenged Hayley and she in turn becomes styling Alexia and the complications come fast furious and funny.
27775,A warrior and a beautiful ex-convict are left to fight the galaxy's most fearsome commandos in an alien wasteland.
28124,"Writer Nick Gardenia is kidnapped from his California cliffhouse and forced to rob a bank. Now a fugitive, he seeks help from his ex, Glenda. She is a public defender remarried to a prosecutor, and we get a houseful of hijinks."
28150,"Average suburban youth Zack Nimbus is recruited by an ill-tempered ninja and a tough-as-nails space soldier to save the world from a tyrannical, but comically insecure, sorcerer."
28678,"A tale that takes place at the dawn of history. The movie tells the story of a tribe that discovers how to fashion weapons out of iron and use them for their own survival. However, the creation of iron also causes the tribe to battle for possession of the new weapons."
28892,An American ballerina arrives in Hungary to enroll in a ballet school and it soon becomes apparent that things are not what they seem.
29891,"Star hunters are the space monsters who hunt helpless creatures for pleasure. One night couple of high school fotball players and their cheerleaders are returning home after the lost game. But, when their bus makes the wrong turn, they are going to meet those creatures, and the real game will begin."
29963,"In 1818, high-spirited young Fanny Brawne finds herself increasingly intrigued by the handsome but aloof poet John Keats, who lives next door to her family friends the Dilkes. After reading a book of his poetry, she finds herself even more drawn to the taciturn Keats. Although he agrees to teach her about poetry, Keats cannot act on his reciprocated feelings for Fanny, since as a struggling poet he has no money to support a wife."
30054,An experienced bounty hunter helps a young sheriff learn the meaning of his badge.
30062,"A psychotic redneck who owns a dilapidated hotel in the backwater swamps of Louisiana kills various people who upset him or his business, and he feeds their bodies to a large crocodile that he keeps as a pet in the swamp beside his hotel."
30203,Two space smuggles are caught by the government and told if they deliver a create to a certain location the charges will be forgotten. Turns out the create is the key to a cover up and other parties want it to.
30285,"Continuing the story of Aurora Greenway in her latter years. After the death of her daughter, Aurora struggled to keep her family together, but has one grandson in jail, a rebellious granddaughter, and another grandson living just above the poverty line."
30545,"An aspiring Gordie journalist drops his inhibitions to research the UK's North East outdoor sex scene. He meets a certain girl in a car park, and the totally unexpected happens."
30593,"An underground"" cartoonist contends with life in the inner city"
30597,"The members of the Super GUTS force, one of whom is secretly Ultraman Dyna, are in the middle of a losing battle against an enormous monster on the surface of the moon, when suddenly a spaceship appears and saves them by zapping the beast. The crew of the ship claim to members of the world peace force that originally created the Super GUTS force, and they invite the GUTS members to enter their brainwave patterns into the ship's battle computer so it can be a more effective fighting system. It sounds like a good idea, but could they have some other plan up their sleeves?"
30606,"Universal Century 0087, Char Aznable has now become the leader of the AEUG. Scirocco, the man from Jupiter, schemes to seize control of the Titans. Haman, the Axis leader, is attempting to restore the Zabi family. Through politics and strategy, these three powers struggle for dominion over the Earth Sphere. The war builds to a deadly endgame around the space colony Gryps 2, which has been converted into a giant laser cannon. What destiny awaits Kamille at the end of the conflict?  This is the final part of the Mobile Suit Zeta Gundam feature trilogy, which features enhanced animation and theme songs by GACKT."
30707,"Paul Snider is a narcissistic, small time hustler who fancies himself a ladies man. His life changes when he meets Dorothy Stratten working behind the counter of a Dairy Queen. Under his guidance Dorothy grows to fame as a Playboy Playmate. But when Dorothy begins pursuing an acting career, the jealous Paul finds himself elbowed out of the picture by more famous men."
31122,"A young Air Force lieutenant falls in love with fighter planes while his father, a Congressman and war hero, yearns for him to fly heavy bombers."
31277,A teenage girls life gets turned upside down when a new school friend turns out to be a popstar.
31279,"The year is 2055, and the universe is in a state of turmoil, awaiting the formation of a government that can establish universal peace. Until such a time, the Orion Union stands in its stead, an uneasy alliance made up not of planets, but of their individual states, overlorded by unruly gangs, short-sighted tyrants and hissing, domineering queens. In short, chaos reigns."
31447,"Jethro is at his rambling side splitting best as the pride of Cornwall tells of all his favourite characters, including his infamous friend Denzil and his long suffering wife!"
31654,"Medfield College science major Dexter Riley and his classmates have been working on a new vitamin compound when a lab accident creates a supercharged mix that ends up in Dexter's cereal box, giving him superhuman strength. The powerful formula comes to the attention of the college dean and two rival cereal companies, touching off a hilarious chain of events."
32147,"Set on the subterranean Mine-World, a band of human worker are treated like slaves under the power of the evil overlord Zygon until one, Orin, unearths the hilt of a mythical sword that only he can master. Escaping the planet, he runs into the rogue smuggler Dagg and a pair of helpful droids and the princess, who all team up to return to the Mine-World with a plan to defeat Zygon and free Orin's enslaved people."
32273,"Set in a forlorn mining town near Valencienne in the north of France, the story is about one man's struggle to bring life to his once prosperous village and its inhabitants. Philippe Torreton, who won a César for Best Actor with his title role in Capitaine Conan, plays Daniel, the head teacher of a nursery school in a town demoralized by unemployment. Daniel is determined against all odds to bring life to the community. When a parent who has come to pick up her children collapses at the school grounds due to alcohol abuse, and social services turns a deaf ear to all pleas for help, Daniel decides to take the law into his own hands. Despite resistance from the townspeople, in the long run his efforts are not fruitless."
32488,"An alcoholic falls in love with and gets married to a young woman, whom he systematically addicts to booze so they can share his passion"" together."""
32823,"Pinnacle records has the perfect plan to get their sinking company back on track: a comeback concert in LA featuring Aldous Snow, a fading rockstar who has dropped off the radar in recent years. Record company intern Aaron Green is faced with the monumental task of bringing his idol, out of control rock star Aldous Snow, back to LA for his comeback show."
33112,"A young man asks a hat check girl to pose as his fiancée in order to make his dying father's last moments happy. However, the old man's health takes a turn for the better and now his son doesn't know how to break the news that he's engaged to someone else, especially since his father is so taken with the impostor."
33276,"He’s the Shaman of Sexy, the Friday Night Delight. John Morrison is one of WWE’s best and brightest rising stars, having held numerous tag team championships, first as part of MNM and then with The Miz. He’s also had great solo success, earning the ECW and Intercontinental championships. The DVD is packed with a revealing 1-hour documentary, as well as bonus matches, interviews, Dirt Sheet segment"
33339,"Misfits in their lives back home, a group of young people live it up at musical-theater camp. While the sports counselor is completely ignored, the kids' spend all their time in rehearsal for a grueling schedule that involves a new show every two weeks. Several personal stories come to the fore."
33525,"The story begins on a small spaceship docking with a refueling station. On board are a group of four aliens, Bernard, Sandra, Desmond, and Julian. During a particularly tedious period of their stay at the station, the other three begin playing with the ship’s controls while Bernard is outside playing spaceball. They accidentally disconnect his part of the ship, leaving him stranded while they crash into a large blue planet close by (Earth)."
33717,"When Sunflower Valley needs a new sports stadium, there's only one team for the job. It's Bob the Builder™ and his Can-Do Crew! Can Bob build it? With the help of his new friends, Gripper and Grabber - YES, HE CAN! Join Bob, Wendy, and the Can-Do Crew as they race to the finish line in their biggest construction job yet. See how teamwork and fun go hand-in-hand in this colossal building adventure."
33754,"A nightclub singer and his partner escape mobsters by fleeing to Cuba with a beautiful heiress, who has inherited a haunted castle on an isolated island. The trio hunt for a hidden treasure and encounter a ghost, a zombie, and a mysterious killer..."
33786,An overweight teenager girl struggles to be socially accepted.
33838,"The cuddly Care Bears star in this charming feature-length adaption of the classic story of Alice in Wonderland. A young girl named Alice and the Care Bears travel together into the whimsical land of the Mad Hatter and the March Hare. In this magical story about friendship and trust, Alice and the Care Bears try to thwart an evil wizard's attempt to become the King of Wonderland."
34111,"BAFTA Winner JoJo in the Stars is a story of love, self-sacrifice, and jealousy played out against a black and white world that is both nightmarish and hauntingly beautiful."
34375,"The Five Star Stories"" is a well created Japanese anime film.Among the 5 star systems known as the Joker Systems"
34719,"Stargaze brings the beauty and majesty of the universe to your home theatre, direct from the Hubble space telescope. With over an hour of the most incredible images of the universe you'll ever see, plus dolby digital and DTS surround sound music from 2002, Stargaze will quickly become a favorite in you DVD collection."
34759,"Hammersmith Odeon, London, July 3, 1973. British singer David Bowie performs his alter ego Ziggy Stardust for the very last time. A decadent show, a hallucinogenic collage of kitsch, pop irony and flamboyant excess: a musical symbiosis of feminine passion and masculine dominance that defines Bowie's art and the glam rock genre."
35021,"In IX century Europe, on the brink of Poland's birth, a cruel prince, Popiel, murders his cousins to ensure his son's succession. His crimes lead to an uprising of his subjects lead by the former commander of Popiel's army, Piastun, and a young hunter and warrior, Ziemowit. Meanwhile Ziemowit falls in love with Dziwa, lovely girl who is to become a priestess in the local temple ..."
35225,"Earl and Baby, two young lovers with a plan to escape their small Texas town. But when Baby's dim-witted cousin Junior gets tangled up in a whole heap of trouble, Earl has just 48 hours to save the day, rescue Junior and keep his promise to get his Baby to Los Angeles in time for sweeps."
35558,"Pop star Christopher Wilde has fame, fortune and a big-budget Hollywood movie awaiting him. But after meeting Jessica Olson, a down-to-earth girl from the Midwest, he is faced with following his heart or doing what's best for his career."
35698,"Scholars debate whether the Star of Bethlehem is a legend created by the early church or a miracle that marked the advent of Christ. Is it possible that the star was a real, astronomical event? From Producer Stephen McEveety (The Passion of the Christ) comes an amazing documentary on the Star of Bethlehem."
35730,"An up-and-coming actress (Regan Reece) is picked up off the streets by a young serial killer, and a night that appears to begin with a good Samaritan's act quickly turns into a game of cat-and-mouse in a field."
35731,"Shane Ryan's sequel to the disturbing Amateur Porn Star Killer is a brutal calling card to all those who were enraged by its predecessor (and there were many). Ryan is a force to be reckoned with, and he's not letting up any time soon. The victim here isn't a young girl. This one doesn't just go quietly, either. She fights back. She knows she's in trouble, but she mistakenly thinks she can get away. In other movies, she would escape and somber music would play as the credits creep up the screen. The audience would leave the theatre satisfied that the bad guy got what he deserved. They would go home feeling safe. Ryan doesn't let anyone have such notions. He shows things as they really are. This is what a killer would film. This is how it would look, and if you didn't know any better, you'd swear it was real. (And you still can't be totally sure it's not.)"
35733,"The unofficial story of a killer who kidnaps and kills three girls is told through the tale of his last victim, 'Amateur Porn Star Killer' is about a girl he picks up on the street and convinces to go back to his hotel room. The girl is shy, unnerved, and yet unable to take herself out of a bad situation. The killer is a guy who seems at first nothing more than your standard, 18 year old pervert with a penchant for filming his sexual escapades. An unsettling darkness descends."
35780,"Zero-X, a manned exploration mission crashes during lift-off on its maiden flight. Two years later an investigative committee finally concludes sabotage, and decides to call on the services of International Rescue to oversee security at the impending second launch. The second Zero-X successfully reaches its destination, but encounters unexpected hazards, ultimately leading to another call for assistance on its return to Earth. International Rescue respond, and once again Thunderbirds are GO!"
35795,"From Star Wars to Jedi: The Making of a Saga is a 1983 television documentary special that originally aired on PBS. It is a behind-the-scenes look at the making of the original Star Wars trilogy, with particular emphasis on the final film, Return of the Jedi. Narrated by actor Mark Hamill, the documentary was written by Richard Schickel who had written the previous television documentaries The Making of Star Wars (1977) and SP FX: The Empire Strikes Back (1980)."
36790,"The Story follows Troy, a young man whose beloved wife passes away. The movie opens at her funeral, and Troy, ill-equipped to deal with this kind of grief at this stage in his life, just shuts down. Lost for direction, he receives in the mail a letter his wife wrote him while she was sick, which asks him to build his Aunt Hilda a porch. With nowhere else to turn, Troy drives to where his aunt lives in the desert. There, he meets with his Aunt Hilda, a supporting cast of crazy fun old ladies, and Bobby, a kind of wise cowboy, all of whom make it easier for Troy to find the place within to deal with his grief and move forward, and help open Troy's eyes that his pain is not unique. In the Process, Troy also learns the Difference between true love"" and ""love at first sight""."""
37031,"The unlimited uncollectible sterling deluxe edition. The world-famous Doug Anthony Allstars wreak havoc on the live ABC TV comedy classic – The Big Gig. Australia’s notorious comedy trio rampage through a tornado of songs, stunts and stupidity."
37129,"Bogdan Titarenko is very talented pilot and brave leader of Singing group"". He also must look after some new cadets and fight together with them against German Luftwaffe planes. Close to Bogdan always are his friends"
37518,"Geeks waiting in line to see Star Wars: Episode II Attack of the Clones outside of Mann's Chinese Theater in Hollywood, CA film themselves."
37593,"Rip-roaring big star, big budget semi-historical story about cattle baron Devereaux Burke, who is enlisted by an aging Andrew Jackson to dissuade Sam Houston from establishing Texas as a republic. Burke must fight state senator Thomas Craden, in the process winning the heart of Craden's newspaper-editor girlfriend Martha Ronda."
37744,"Astronauts blast off to explore the moon on Rocketship X-M or Rocketship eXploration Moon"". A spacecraft malfunction and some fuel miscalculations cause them to end up landing on Mars. On Mars"
37910,"It is 2046 when a mysterious alien force begins their annihilation of the human race. Leaving behind the one person she loves, Mikako joins the interstellar battle as a pilot. And so - while Mikako risks her life to save mankind - Noboru waits. The two lovers, worlds apart, desperately strive to remain connected as the gap between them widens at a frightening pace."
37975,The adventures and deceptions of a photographer who travels through the small villages of Sicily pretending that he is working for the big film studios in Rome.
38107,"John Travers and Yak, his faithful Indian sidekick, pick up where a murdered sheriff leaves off, and try to nab the mysterious Shadow."
38151,"Mike Hamilton, a Philadelphia lawyer, comes to Naples to settle the estate of his long estranged black sheep"" brother. Once there"
38380,Norman Truscott is a store worker who dreams of stardom. Vernon Carew is a singer whose star is fading. Vernon manages to get a recording of Norman singing and passes it off as himself.
38577,"The Old Man and the Sea (Russian: Старик и море) is a 1999 paint-on-glass-animated short film directed by Aleksandr Petrov, based on the novel of the same name by Ernest Hemingway. The film won many awards, including the Academy Award for Animated Short Film. Work on the film took place in Montreal over a period of two and a half years and was funded by an assortment of Canadian, Russian and Japanese companies. French and English-language soundtracks to the film were released concurrently. It was the first animated film to be released in IMAX. Oscar winning animation of the classic Hemingway story."
39100,"The evil Dr. Kochin uses the dragon balls to resurrect his mentor, Dr. Wheelo, in an effort to take over the world. Dr. Wheelo, his body having been destroyed by the avalanche that killed him fifty years before, desires the body of the strongest fighter in the world as his new vessel. Believing Roshi to be the world's strongest warrior, Dr. Kochin abducts Bulma and forces Roshi to surrender himself to save her. When Goku hears of their abduction, he goes to their rescue."
39255,"This collection consists of four of the most cherished shows in television history. On February 9, 1964, The Beatles made their debut TV appearance in the U.S. on the Ed Sullivan Show. 73 million Americans watched and Beatlemania is born! Other shows included were February 16, 1964, February 23, 1964, and September 12, 1965. Includes 20 song performances, as well as the rest of the four Ed Sullivan shows.  Also included in some special editions is the show rehearsal (Deauville Hotel, Miami - Feb.16, 1964)"
39337,"Blustery funnyman Lewis Black hits the stage for his Comedy Central special, which finds the comic using his wry observational humor to skewer everything from Washington politicians and the tanking economy to cellphones and getting old."
39373,"Jack Hunter pursues his arch nemesis Littman across ancient Europe, intent on thwarting his attempt to salvage a deadly artefact."
